0,1
IAM_Words\e04\e04-000\e04-000-00-02.png,a
IAM_Words\a06\a06-128\a06-128-03-04.png,due
IAM_Words\d01\d01-123\d01-123-02-00.png,sending
IAM_Words\a06\a06-110\a06-110-03-03.png,","
IAM_Words\p02\p02-069\p02-069-02-05.png,.
IAM_Words\h07\h07-033a\h07-033a-03-04.png,#
IAM_Words\c03\c03-021b\c03-021b-00-05.png,is
IAM_Words\e07\e07-108\e07-108-06-04.png,quite
IAM_Words\n03\n03-106\n03-106-03-02.png,to
IAM_Words\l04\l04-159\l04-159-03-01.png,for
IAM_Words\e06\e06-070\e06-070-06-05.png,to
IAM_Words\j04\j04-024\j04-024-02-00.png,tion
IAM_Words\a05\a05-099\a05-099-07-04.png,of
IAM_Words\m01\m01-084\m01-084-07-01.png,this
IAM_Words\d04\d04-075\d04-075-05-03.png,""""
IAM_Words\e01\e01-102\e01-102-06-06.png,or
IAM_Words\c06\c06-058\c06-058-03-06.png,this
IAM_Words\d06\d06-008\d06-008-02-06.png,anybody
IAM_Words\p03\p03-047\p03-047-06-02.png,Di
IAM_Words\a01\a01-030x\a01-030x-03-03.png,of
IAM_Words\c06\c06-076\c06-076-05-07.png,back
IAM_Words\a01\a01-020\a01-020-00-07.png,at
IAM_Words\b05\b05-062\b05-062-00-00.png,He
IAM_Words\f04\f04-057\f04-057-03-04.png,has
IAM_Words\n04\n04-092\n04-092-08-00.png,the
IAM_Words\a02\a02-017\a02-017-04-00.png,They
IAM_Words\e07\e07-094\e07-094-02-05.png,specially
IAM_Words\h07\h07-054a\h07-054a-07-06.png,as
IAM_Words\a01\a01-014x\a01-014x-03-03.png,to
IAM_Words\g07\g07-018a\g07-018a-08-02.png,pretension
IAM_Words\f04\f04-028\f04-028-07-03.png,sake
IAM_Words\c04\c04-008\c04-008-03-06.png,a
IAM_Words\g07\g07-014b\g07-014b-00-09.png,'
IAM_Words\k04\k04-149\k04-149-01-09.png,","
IAM_Words\g07\g07-003b\g07-003b-01-02.png,Hobhouse
IAM_Words\g06\g06-037g\g06-037g-05-02.png,his
IAM_Words\c03\c03-000f\c03-000f-06-05.png,this
IAM_Words\e07\e07-007\e07-007-04-03.png,both
IAM_Words\l07\l07-172\l07-172-08-02.png,locks
IAM_Words\m02\m02-069\m02-069-02-07.png,over
IAM_Words\h01\h01-000\h01-000-08-04.png,the
IAM_Words\b04\b04-187\b04-187-06-00.png,enterprises
IAM_Words\g04\g04-014\g04-014-03-02.png,growing
IAM_Words\e07\e07-112\e07-112-04-02.png,are
IAM_Words\k02\k02-067\k02-067-00-07.png,'
IAM_Words\e01\e01-025\e01-025-05-05.png,destroy
IAM_Words\c04\c04-134\c04-134-04-02.png,doll's
IAM_Words\g06\g06-050f\g06-050f-02-01.png,patient
IAM_Words\m04\m04-093\m04-093-02-05.png,idly
IAM_Words\a01\a01-030x\a01-030x-07-03.png,delay
IAM_Words\d04\d04-066\d04-066-00-01.png,the
IAM_Words\g06\g06-047i\g06-047i-01-06.png,or
IAM_Words\n04\n04-009\n04-009-03-09.png,can
IAM_Words\b05\b05-017\b05-017-00-03.png,to
IAM_Words\b06\b06-053\b06-053-02-02.png,","
IAM_Words\g06\g06-042p\g06-042p-05-00.png,to
IAM_Words\a01\a01-007x\a01-007x-03-05.png,it
IAM_Words\f07\f07-006\f07-006-04-00.png,in
IAM_Words\g06\g06-018m\g06-018m-06-04.png,but
IAM_Words\a05\a05-069\a05-069-09-02.png,Congo
IAM_Words\l04\l04-106\l04-106-06-06.png,small
IAM_Words\l01\l01-016\l01-016-03-05.png,The
IAM_Words\n02\n02-004\n02-004-01-04.png,expected
IAM_Words\c03\c03-016a\c03-016a-06-03.png,it
IAM_Words\k07\k07-085\k07-085-04-03.png,I
IAM_Words\d04\d04-125\d04-125-04-05.png,I
IAM_Words\p03\p03-047\p03-047-06-00.png,face
IAM_Words\a01\a01-043u\a01-043u-00-04.png,House
IAM_Words\f07\f07-042b\f07-042b-05-07.png,treacle
IAM_Words\m06\m06-083\m06-083-01-00.png,are
IAM_Words\a01\a01-087\a01-087-02-07.png,outwardly
IAM_Words\g06\g06-047o\g06-047o-05-03.png,in
IAM_Words\h07\h07-051b\h07-051b-08-06.png,character
IAM_Words\a03\a03-014\a03-014-03-05.png,Prime
IAM_Words\g06\g06-011k\g06-011k-07-07.png,the
IAM_Words\d04\d04-096\d04-096-03-10.png,should
IAM_Words\m04\m04-081\m04-081-02-02.png,","
IAM_Words\g01\g01-074\g01-074-09-05.png,those
IAM_Words\p03\p03-158\p03-158-01-04.png,""""
IAM_Words\b01\b01-044\b01-044-02-00.png,also
IAM_Words\g03\g03-032\g03-032-02-04.png,obtain
IAM_Words\l07\l07-080\l07-080-08-02.png,did
IAM_Words\n01\n01-004\n01-004-02-03.png,in
IAM_Words\n04\n04-015\n04-015-00-07.png,as
IAM_Words\g06\g06-050c\g06-050c-06-08.png,and
IAM_Words\n06\n06-100\n06-100-02-00.png,""""
IAM_Words\p03\p03-087\p03-087-08-00.png,""""
IAM_Words\h04\h04-052\h04-052-06-00.png,0.1
IAM_Words\a05\a05-000\a05-000-06-03.png,integrated
IAM_Words\d04\d04-037\d04-037-03-00.png,you
IAM_Words\h04\h04-021\h04-021-05-06.png,an
IAM_Words\c03\c03-016d\c03-016d-03-07.png,such
IAM_Words\a01\a01-122u\a01-122u-08-04.png,in
IAM_Words\l04\l04-034\l04-034-01-06.png,nothing
IAM_Words\g06\g06-096\g06-096-05-08.png,only
IAM_Words\a05\a05-029\a05-029-05-03.png,attention
IAM_Words\g06\g06-031e\g06-031e-02-02.png,country
IAM_Words\b03\b03-114\b03-114-07-03.png,corporation
IAM_Words\g06\g06-042f\g06-042f-01-08.png,douloureux
IAM_Words\d04\d04-075\d04-075-00-03.png,which
IAM_Words\c03\c03-021c\c03-021c-03-08.png,to
IAM_Words\l07\l07-187\l07-187-01-00.png,it
IAM_Words\m04\m04-231\m04-231-01-04.png,the
IAM_Words\g04\g04-055\g04-055-05-05.png,","
IAM_Words\g06\g06-045e\g06-045e-04-09.png,doctor
IAM_Words\c06\c06-091\c06-091-03-00.png,thrown
IAM_Words\g06\g06-026p\g06-026p-04-05.png,the
IAM_Words\c06\c06-100\c06-100-03-11.png,married
IAM_Words\e04\e04-083\e04-083-02-05.png,on
IAM_Words\h04\h04-071\h04-071-04-02.png,milk
IAM_Words\g07\g07-003b\g07-003b-08-05.png,himself
IAM_Words\l04\l04-170\l04-170-02-07.png,definite
IAM_Words\h05\h05-012\h05-012-00-03.png,forms
IAM_Words\p03\p03-040\p03-040-04-04.png,a
IAM_Words\f03\f03-182\f03-182-04-05.png,.
IAM_Words\c03\c03-003e\c03-003e-00-07.png,It
IAM_Words\f07\f07-092a\f07-092a-00-00.png,Dante
IAM_Words\f07\f07-006\f07-006-01-02.png,wars
IAM_Words\l01\l01-105\l01-105-10-00.png,the
IAM_Words\m01\m01-121\m01-121-02-00.png,back
IAM_Words\d04\d04-021\d04-021-01-07.png,indeed
IAM_Words\n06\n06-201\n06-201-07-05.png,""""
IAM_Words\b05\b05-050\b05-050-07-01.png,pitch
IAM_Words\h01\h01-018\h01-018-05-01.png,dwellings
IAM_Words\f01\f01-075\f01-075-10-02.png,units
IAM_Words\c04\c04-008\c04-008-08-02.png,ratrace
IAM_Words\d04\d04-012\d04-012-03-03.png,","
IAM_Words\k02\k02-097\k02-097-02-00.png,thought
IAM_Words\n06\n06-175\n06-175-01-05.png,meeting
IAM_Words\g07\g07-007b\g07-007b-05-01.png,Pilgrim
IAM_Words\p02\p02-115\p02-115-06-08.png,.
IAM_Words\k07\k07-166\k07-166-02-03.png,'ll
IAM_Words\f07\f07-096\f07-096-00-05.png,feeder
IAM_Words\k01\k01-051\k01-051-01-07.png,would
IAM_Words\a01\a01-058u\a01-058u-08-00.png,Adenauer
IAM_Words\n03\n03-038\n03-038-00-00.png,He
IAM_Words\r02\r02-006\r02-006-03-06.png,fur-
IAM_Words\h07\h07-060a\h07-060a-05-04.png,these
IAM_Words\m01\m01-084\m01-084-03-02.png,lighted-up
IAM_Words\g06\g06-047k\g06-047k-01-01.png,Burdett
IAM_Words\c03\c03-016a\c03-016a-05-07.png,for
IAM_Words\e06\e06-026\e06-026-07-00.png,be
IAM_Words\a01\a01-063u\a01-063u-04-05.png,due
IAM_Words\b01\b01-122\b01-122-07-06.png,be
IAM_Words\l07\l07-103\l07-103-03-03.png,run
IAM_Words\c04\c04-105\c04-105-00-01.png,boy
IAM_Words\c03\c03-081f\c03-081f-07-03.png,","
IAM_Words\a01\a01-014x\a01-014x-06-07.png,Roy's
IAM_Words\d06\d06-107\d06-107-05-02.png,everybody
IAM_Words\c03\c03-021d\c03-021d-05-08.png,in
IAM_Words\d04\d04-008\d04-008-00-04.png,the
IAM_Words\m01\m01-149\m01-149-00-00.png,They
IAM_Words\h07\h07-030a\h07-030a-05-05.png,generally
IAM_Words\a01\a01-132\a01-132-07-04.png,charges
IAM_Words\a05\a05-094\a05-094-05-01.png,""""
IAM_Words\n04\n04-048\n04-048-05-01.png,in
IAM_Words\m02\m02-087\m02-087-05-05.png,were
IAM_Words\g06\g06-047p\g06-047p-05-01.png,Giuseppe
IAM_Words\b05\b05-079\b05-079-05-05.png,unless
IAM_Words\n04\n04-130\n04-130-02-01.png,knows
IAM_Words\c03\c03-007c\c03-007c-05-04.png,worn
IAM_Words\d04\d04-021\d04-021-03-04.png,creatures
IAM_Words\g06\g06-037c\g06-037c-00-04.png,","
IAM_Words\l04\l04-170\l04-170-04-07.png,'
IAM_Words\h06\h06-003\h06-003-05-00.png,245
IAM_Words\m02\m02-112\m02-112-05-05.png,.
IAM_Words\a06\a06-064\a06-064-02-07.png,.
IAM_Words\b04\b04-169\b04-169-06-06.png,and
IAM_Words\g01\g01-034\g01-034-00-09.png,and
IAM_Words\g07\g07-026b\g07-026b-02-04.png,over
IAM_Words\b01\b01-009\b01-009-04-07.png,are
IAM_Words\a06\a06-070\a06-070-03-02.png,prior
IAM_Words\a05\a05-029\a05-029-00-07.png,Sir
IAM_Words\e07\e07-079\e07-079-06-04.png,occasions
IAM_Words\d04\d04-058\d04-058-00-06.png,.
IAM_Words\f04\f04-004\f04-004-05-08.png,of
IAM_Words\f02\f02-003\f02-003-03-04.png,seek
IAM_Words\g06\g06-037h\g06-037h-02-00.png,here
IAM_Words\p03\p03-096\p03-096-06-10.png,said
IAM_Words\g06\g06-037j\g06-037j-01-03.png,all
IAM_Words\c02\c02-012\c02-012-09-03.png,an
IAM_Words\e04\e04-004\e04-004-05-09.png,","
IAM_Words\h06\h06-085\h06-085-04-02.png,recently
IAM_Words\g06\g06-011n\g06-011n-06-01.png,seems
IAM_Words\c03\c03-096a\c03-096a-03-05.png,the
IAM_Words\f01\f01-070\f01-070-07-00.png,theories
IAM_Words\r06\r06-022\r06-022-01-06.png,in
IAM_Words\d06\d06-000\d06-000-08-03.png,upon
IAM_Words\f02\f02-033\f02-033-03-00.png,Towards
IAM_Words\g06\g06-047m\g06-047m-02-02.png,two
IAM_Words\g07\g07-003a\g07-003a-00-01.png,ONLY
IAM_Words\f04\f04-004\f04-004-00-01.png,he
IAM_Words\d01\d01-118\d01-118-05-03.png,cut
IAM_Words\d04\d04-053\d04-053-04-02.png,the
IAM_Words\g03\g03-064\g03-064-03-01.png,for
IAM_Words\a04\a04-054\a04-054-04-08.png,on
IAM_Words\e01\e01-029\e01-029-04-01.png,the
IAM_Words\c04\c04-066\c04-066-07-02.png,things
IAM_Words\l07\l07-131\l07-131-01-04.png,lit
IAM_Words\g06\g06-045m\g06-045m-05-06.png,he
IAM_Words\l01\l01-095\l01-095-04-00.png,she
IAM_Words\p02\p02-090\p02-090-00-00.png,The
IAM_Words\a04\a04-035\a04-035-04-01.png,Sukarno
IAM_Words\b06\b06-064\b06-064-02-03.png,clear
IAM_Words\g06\g06-089\g06-089-01-02.png,was
IAM_Words\a04\a04-003\a04-003-01-01.png,Kennedy's
IAM_Words\e04\e04-132\e04-132-01-07.png,","
IAM_Words\m01\m01-012\m01-012-07-03.png,his
IAM_Words\h06\h06-079\h06-079-07-02.png,Improved
IAM_Words\h05\h05-012\h05-012-03-06.png,the
IAM_Words\e06\e06-037\e06-037-05-02.png,are
IAM_Words\n02\n02-127\n02-127-00-05.png,have
IAM_Words\h07\h07-025a\h07-025a-02-05.png,are
IAM_Words\a04\a04-019\a04-019-04-11.png,The
IAM_Words\n04\n04-015\n04-015-05-10.png,do
IAM_Words\c04\c04-105\c04-105-06-06.png,of
IAM_Words\b06\b06-093\b06-093-06-01.png,","
IAM_Words\a04\a04-023\a04-023-03-01.png,yesterday
IAM_Words\g06\g06-037l\g06-037l-08-04.png,before
IAM_Words\g06\g06-047e\g06-047e-02-02.png,than
IAM_Words\c03\c03-000f\c03-000f-03-01.png,produced
IAM_Words\h07\h07-017\h07-017-05-03.png,about
IAM_Words\j04\j04-008\j04-008-08-00.png,before
IAM_Words\k03\k03-117\k03-117-00-04.png,the
IAM_Words\c04\c04-008\c04-008-06-04.png,brash
IAM_Words\f04\f04-068\f04-068-07-01.png,was
IAM_Words\d04\d04-012\d04-012-06-07.png,fulfils
IAM_Words\g04\g04-088\g04-088-07-06.png,was
IAM_Words\r06\r06-121\r06-121-07-07.png,we
IAM_Words\g06\g06-011r\g06-011r-07-04.png,a
IAM_Words\p03\p03-112\p03-112-02-07.png,It
IAM_Words\h07\h07-025a\h07-025a-01-06.png,to
IAM_Words\b04\b04-034\b04-034-03-01.png,had
IAM_Words\d06\d06-025\d06-025-06-01.png,plan
IAM_Words\a01\a01-087\a01-087-02-02.png,Mr.
IAM_Words\l07\l07-176\l07-176-04-03.png,at
IAM_Words\c02\c02-012\c02-012-08-03.png,director
IAM_Words\c04\c04-105\c04-105-05-07.png,break
IAM_Words\a03\a03-037\a03-037-06-07.png,","
IAM_Words\g04\g04-095\g04-095-07-01.png,was
IAM_Words\g01\g01-067\g01-067-02-04.png,definition
IAM_Words\m04\m04-100\m04-100-05-01.png,nowhere
IAM_Words\d06\d06-011\d06-011-09-01.png,occur
IAM_Words\g06\g06-018i\g06-018i-02-02.png,he
IAM_Words\c02\c02-049\c02-049-01-05.png,","
IAM_Words\d01\d01-104\d01-104-03-07.png,of
IAM_Words\f04\f04-032\f04-032-06-04.png,at
IAM_Words\b04\b04-154\b04-154-07-01.png,with
IAM_Words\n04\n04-149\n04-149-02-07.png,The
IAM_Words\m01\m01-110\m01-110-10-03.png,clue
IAM_Words\a01\a01-049\a01-049-04-04.png,","
IAM_Words\d01\d01-024\d01-024-04-06.png,had
IAM_Words\c04\c04-066\c04-066-07-01.png,like
IAM_Words\r06\r06-044\r06-044-09-05.png,police
IAM_Words\a02\a02-106\a02-106-06-01.png,settle
IAM_Words\g06\g06-093\g06-093-02-05.png,thousand
IAM_Words\j04\j04-039\j04-039-08-03.png,.
IAM_Words\h02\h02-019\h02-019-01-07.png,the
IAM_Words\h02\h02-019\h02-019-06-11.png,urgent
IAM_Words\l03\l03-008\l03-008-06-06.png,had
IAM_Words\c02\c02-049\c02-049-10-01.png,)
IAM_Words\d06\d06-086\d06-086-08-05.png,jobs
IAM_Words\k04\k04-054\k04-054-00-06.png,her
IAM_Words\j01\j01-045\j01-045-04-01.png,anionic
IAM_Words\h07\h07-063a\h07-063a-00-03.png,are
IAM_Words\g04\g04-011\g04-011-01-03.png,with
IAM_Words\e01\e01-032\e01-032-08-00.png,the
IAM_Words\b05\b05-088\b05-088-02-04.png,let
IAM_Words\a01\a01-014x\a01-014x-04-02.png,gives
IAM_Words\g06\g06-050e\g06-050e-05-00.png,and
IAM_Words\l07\l07-176\l07-176-05-06.png,it
IAM_Words\h07\h07-030a\h07-030a-05-03.png,corporations
IAM_Words\d01\d01-098\d01-098-00-02.png,of
IAM_Words\k04\k04-126\k04-126-01-09.png,her
IAM_Words\d04\d04-121\d04-121-05-09.png,is
IAM_Words\n06\n06-119\n06-119-00-07.png,you
IAM_Words\b01\b01-057\b01-057-04-03.png,perhaps
IAM_Words\e04\e04-062\e04-062-00-02.png,hot
IAM_Words\a03\a03-037\a03-037-06-00.png,Maritimes
IAM_Words\h07\h07-071a\h07-071a-02-02.png,retirements
IAM_Words\k02\k02-097\k02-097-03-04.png,other
IAM_Words\n04\n04-031\n04-031-01-00.png,her
IAM_Words\n04\n04-009\n04-009-02-10.png,goes
IAM_Words\g07\g07-022b\g07-022b-06-04.png,worst
IAM_Words\a01\a01-020u\a01-020u-00-01.png,Macleod
IAM_Words\j06\j06-014\j06-014-08-01.png,","
IAM_Words\r06\r06-115\r06-115-07-03.png,her
IAM_Words\c03\c03-007d\c03-007d-02-08.png,shabby
IAM_Words\b04\b04-169\b04-169-07-02.png,.
IAM_Words\m04\m04-138\m04-138-02-01.png,desperate
IAM_Words\g01\g01-070\g01-070-05-05.png,at
IAM_Words\e04\e04-091\e04-091-04-04.png,in
IAM_Words\h07\h07-040b\h07-040b-08-05.png,has
IAM_Words\b06\b06-082\b06-082-07-06.png,","
IAM_Words\g06\g06-011o\g06-011o-06-00.png,a
IAM_Words\c04\c04-004\c04-004-00-07.png,feel
IAM_Words\m04\m04-138\m04-138-09-01.png,of
IAM_Words\g06\g06-018m\g06-018m-03-13.png,this
IAM_Words\a01\a01-049x\a01-049x-01-03.png,opposition
IAM_Words\f04\f04-057\f04-057-06-02.png,railway
IAM_Words\a01\a01-049u\a01-049u-04-00.png,Communist
IAM_Words\a01\a01-038x\a01-038x-08-08.png,talks
IAM_Words\b06\b06-068\b06-068-00-05.png,correct
IAM_Words\l07\l07-085\l07-085-03-06.png,I
IAM_Words\g06\g06-042m\g06-042m-03-05.png,on
IAM_Words\c03\c03-021d\c03-021d-06-01.png,hour
IAM_Words\n02\n02-109\n02-109-02-01.png,our
IAM_Words\b06\b06-000\b06-000-00-03.png,ago
IAM_Words\b04\b04-154\b04-154-06-01.png,justified
IAM_Words\m03\m03-020\m03-020-05-04.png,.
IAM_Words\n04\n04-068\n04-068-05-02.png,his
IAM_Words\n06\n06-082\n06-082-00-05.png,said
IAM_Words\c02\c02-022\c02-022-06-02.png,and
IAM_Words\g01\g01-045\g01-045-05-04.png,which
IAM_Words\n03\n03-113\n03-113-08-04.png,if
IAM_Words\a04\a04-096\a04-096-04-00.png,exercise
IAM_Words\g06\g06-011c\g06-011c-06-04.png,At
IAM_Words\d04\d04-016\d04-016-03-04.png,irrelevant
IAM_Words\k02\k02-018\k02-018-03-05.png,Coca-Cola
IAM_Words\a05\a05-044\a05-044-09-05.png,candi-
IAM_Words\a06\a06-152\a06-152-05-03.png,ever
IAM_Words\a05\a05-000\a05-000-00-07.png,to
IAM_Words\g06\g06-026l\g06-026l-03-02.png,was
IAM_Words\k04\k04-163\k04-163-01-01.png,","
IAM_Words\f07\f07-084a\f07-084a-09-04.png,Greenwich
IAM_Words\n04\n04-156\n04-156-07-01.png,towards
IAM_Words\b01\b01-136\b01-136-06-04.png,a
IAM_Words\c03\c03-087d\c03-087d-06-05.png,attempt
IAM_Words\h07\h07-078\h07-078-08-05.png,achieve
IAM_Words\p01\p01-168\p01-168-04-04.png,if
IAM_Words\n04\n04-039\n04-039-05-03.png,life
IAM_Words\g06\g06-018m\g06-018m-01-01.png,to
IAM_Words\r03\r03-090\r03-090-05-06.png,you
IAM_Words\a04\a04-089\a04-089-01-02.png,","
IAM_Words\b06\b06-042\b06-042-10-06.png,current
IAM_Words\a01\a01-117\a01-117-08-04.png,had
IAM_Words\g06\g06-047p\g06-047p-02-11.png,increasing
IAM_Words\m04\m04-216\m04-216-00-00.png,Well
IAM_Words\f07\f07-016\f07-016-06-00.png,by
IAM_Words\n06\n06-163\n06-163-08-02.png,molasses
IAM_Words\c04\c04-056\c04-056-04-04.png,The
IAM_Words\h07\h07-011\h07-011-01-01.png,the
IAM_Words\c06\c06-011\c06-011-03-07.png,if
IAM_Words\e06\e06-037\e06-037-02-02.png,.
IAM_Words\g06\g06-037n\g06-037n-03-05.png,.
IAM_Words\c01\c01-009\c01-009-07-00.png,means
IAM_Words\a01\a01-082u\a01-082u-05-05.png,Kennedy
IAM_Words\a02\a02-053\a02-053-02-01.png,held
IAM_Words\c04\c04-017\c04-017-05-07.png,first
IAM_Words\f04\f04-028\f04-028-00-05.png,!
IAM_Words\j04\j04-080\j04-080-01-02.png,activity
IAM_Words\h06\h06-003\h06-003-01-03.png,was
IAM_Words\p02\p02-008\p02-008-01-01.png,","
IAM_Words\a03\a03-017\a03-017-01-02.png,","
IAM_Words\a06\a06-152\a06-152-01-02.png,the
IAM_Words\f03\f03-169\f03-169-03-01.png,.
IAM_Words\l04\l04-087\l04-087-00-02.png,his
IAM_Words\h04\h04-078\h04-078-01-06.png,recommendations
IAM_Words\m02\m02-048\m02-048-07-00.png,Heaven
IAM_Words\a01\a01-049u\a01-049u-03-01.png,gossip
IAM_Words\h07\h07-003\h07-003-07-01.png,that
IAM_Words\d04\d04-053\d04-053-03-00.png,coming
IAM_Words\a06\a06-020\a06-020-05-00.png,I
IAM_Words\a02\a02-086\a02-086-07-02.png,stop
IAM_Words\c04\c04-160\c04-160-05-04.png,and
IAM_Words\p03\p03-004\p03-004-08-01.png,.
IAM_Words\b06\b06-049\b06-049-02-06.png,to
IAM_Words\f07\f07-009\f07-009-08-04.png,to
IAM_Words\n02\n02-104\n02-104-00-12.png,want
IAM_Words\j04\j04-039\j04-039-02-00.png,strontium
IAM_Words\g07\g07-050\g07-050-04-09.png,from
IAM_Words\g06\g06-050c\g06-050c-00-00.png,Mauro's
IAM_Words\a01\a01-043u\a01-043u-05-02.png,.
IAM_Words\d06\d06-072\d06-072-01-01.png,place
IAM_Words\c04\c04-028\c04-028-00-06.png,Lee
IAM_Words\l04\l04-102\l04-102-05-01.png,right
IAM_Words\f07\f07-046b\f07-046b-05-00.png,Celestials
IAM_Words\g05\g05-087\g05-087-02-02.png,the
IAM_Words\d04\d04-081\d04-081-02-02.png,means
IAM_Words\g06\g06-011j\g06-011j-04-00.png,which
IAM_Words\j04\j04-019\j04-019-01-06.png,abnormalities
IAM_Words\d06\d06-015\d06-015-05-00.png,on
IAM_Words\j01\j01-066\j01-066-01-05.png,must
IAM_Words\a02\a02-046\a02-046-04-07.png,ten
IAM_Words\h02\h02-040\h02-040-06-01.png,to
IAM_Words\f07\f07-076a\f07-076a-06-00.png,ries
IAM_Words\l01\l01-105\l01-105-00-01.png,Grace
IAM_Words\k04\k04-163\k04-163-03-05.png,Vittoria
IAM_Words\a04\a04-023\a04-023-03-08.png,Rusk
IAM_Words\r06\r06-027\r06-027-06-05.png,period
IAM_Words\n01\n01-036\n01-036-00-04.png,pick
IAM_Words\g03\g03-016\g03-016-01-00.png,Guardian
IAM_Words\a04\a04-027\a04-027-02-00.png,in
IAM_Words\c03\c03-016c\c03-016c-06-04.png,","
IAM_Words\g06\g06-026g\g06-026g-00-10.png,I
IAM_Words\n04\n04-039\n04-039-04-02.png,already
IAM_Words\c03\c03-087f\c03-087f-02-02.png,a
IAM_Words\c04\c04-098\c04-098-01-09.png,.
IAM_Words\d06\d06-086\d06-086-06-05.png,than
IAM_Words\f07\f07-028b\f07-028b-06-00.png,fact
IAM_Words\g03\g03-043\g03-043-06-04.png,was
IAM_Words\e06\e06-037\e06-037-04-02.png,and
IAM_Words\r06\r06-070\r06-070-06-05.png,were
IAM_Words\g06\g06-037k\g06-037k-00-05.png,that
IAM_Words\d04\d04-131\d04-131-03-04.png,the
IAM_Words\p03\p03-121\p03-121-03-07.png,wish
IAM_Words\c04\c04-150\c04-150-02-11.png,","
IAM_Words\a01\a01-003x\a01-003x-04-00.png,ment
IAM_Words\g06\g06-018o\g06-018o-02-02.png,for
IAM_Words\h06\h06-003\h06-003-00-04.png,dangerous
IAM_Words\a05\a05-104\a05-104-02-01.png,the
IAM_Words\b05\b05-038\b05-038-06-04.png,workers
IAM_Words\g06\g06-037l\g06-037l-07-07.png,first
IAM_Words\a02\a02-008\a02-008-05-06.png,the
IAM_Words\g06\g06-031o\g06-031o-01-00.png,tremble
IAM_Words\a04\a04-010\a04-010-01-06.png,in
IAM_Words\g06\g06-047k\g06-047k-00-02.png,man
IAM_Words\a03\a03-014\a03-014-05-04.png,disclosed
IAM_Words\g06\g06-037c\g06-037c-00-01.png,grant
IAM_Words\g07\g07-000b\g07-000b-03-06.png,wished
IAM_Words\c03\c03-087d\c03-087d-00-03.png,perhaps
IAM_Words\f07\f07-046b\f07-046b-01-08.png,definitely
IAM_Words\c03\c03-081b\c03-081b-01-02.png,in
IAM_Words\c03\c03-021b\c03-021b-04-08.png,her
IAM_Words\g01\g01-067\g01-067-02-03.png,The
IAM_Words\r06\r06-022\r06-022-02-04.png,Pierre
IAM_Words\f01\f01-053\f01-053-06-05.png,his
IAM_Words\h01\h01-024\h01-024-02-06.png,connection
IAM_Words\g06\g06-018o\g06-018o-08-04.png,I
IAM_Words\e01\e01-081\e01-081-02-03.png,crochet
IAM_Words\m02\m02-090\m02-090-06-05.png,do
IAM_Words\g07\g07-028a\g07-028a-05-00.png,to
IAM_Words\l01\l01-050\l01-050-04-07.png,not
IAM_Words\g06\g06-031a\g06-031a-01-03.png,Personally
IAM_Words\a03\a03-037\a03-037-07-05.png,Island
IAM_Words\r02\r02-089\r02-089-05-03.png,as
IAM_Words\h04\h04-049\h04-049-09-00.png,adolescents
IAM_Words\h01\h01-004\h01-004-02-03.png,It
IAM_Words\g07\g07-038\g07-038-09-04.png,had
IAM_Words\l04\l04-113\l04-113-02-03.png,of
IAM_Words\c02\c02-078\c02-078-02-08.png,it
IAM_Words\h07\h07-025a\h07-025a-05-06.png,shops
IAM_Words\m01\m01-026\m01-026-02-05.png,glass
IAM_Words\n04\n04-195\n04-195-05-05.png,that
IAM_Words\d07\d07-082\d07-082-00-05.png,quotes
IAM_Words\l04\l04-124\l04-124-02-02.png,excitement
IAM_Words\m06\m06-076\m06-076-03-03.png,'
IAM_Words\k02\k02-097\k02-097-03-02.png,at
IAM_Words\g06\g06-018a\g06-018a-03-04.png,hoped
IAM_Words\b04\b04-060\b04-060-02-10.png,feelings
IAM_Words\h06\h06-085\h06-085-07-02.png,sliding
IAM_Words\b06\b06-071\b06-071-03-02.png,carry
IAM_Words\m01\m01-022\m01-022-04-00.png,Steve
IAM_Words\a05\a05-089\a05-089-04-01.png,Mr.
IAM_Words\e01\e01-055\e01-055-02-03.png,crochet
IAM_Words\h04\h04-061\h04-061-09-05.png,associated
IAM_Words\g06\g06-011j\g06-011j-01-00.png,Naples
IAM_Words\a02\a02-086\a02-086-03-04.png,I
IAM_Words\a04\a04-006\a04-006-08-01.png,","
IAM_Words\h04\h04-055\h04-055-02-00.png,bottled
IAM_Words\b04\b04-147\b04-147-02-02.png,in
IAM_Words\n02\n02-104\n02-104-03-03.png,nudging
IAM_Words\g06\g06-031a\g06-031a-04-08.png,at
IAM_Words\g04\g04-104\g04-104-01-07.png,wider
IAM_Words\e07\e07-086\e07-086-03-06.png,are
IAM_Words\h04\h04-000\h04-000-05-07.png,and
IAM_Words\f07\f07-073\f07-073-05-04.png,the
IAM_Words\c06\c06-005\c06-005-04-00.png,hard-core
IAM_Words\h07\h07-040\h07-040-05-06.png,and
IAM_Words\l07\l07-181\l07-181-05-01.png,was
IAM_Words\a01\a01-077u\a01-077u-07-03.png,come
IAM_Words\a06\a06-075\a06-075-05-01.png,Community
IAM_Words\b01\b01-038\b01-038-00-11.png,a
IAM_Words\l07\l07-111\l07-111-03-02.png,wait
IAM_Words\g01\g01-025\g01-025-02-07.png,of
IAM_Words\p02\p02-131\p02-131-07-07.png,.
IAM_Words\j06\j06-022\j06-022-03-00.png,at
IAM_Words\m04\m04-038\m04-038-02-03.png,first
IAM_Words\e04\e04-030\e04-030-00-02.png,the
